request_number,date_unloading,volume_unloaded
167421,2023-12-10,29.8755
20189,2024-03-14,30.0
250482,2023-12-03,30.0
125398,2024-01-21,30.0
178827,2023-12-16,30.0
157046,2023-12-03,30.0
301380,2023-10-28,29.8905
287637,2023-10-21,30.0
10491,2024-03-05,30.0
77660,2024-02-16,30.0
220026,2023-11-10,30.0
217364,2023-11-09,30.0
287428,2023-10-21,30.0
97630,2024-03-01,30.0
114318,2024-01-17,30.0
139695,2024-01-27,30.0
300511,2023-10-28,30.0
61233,2024-02-04,30.0
238020,2023-11-22,30.0
232703,2023-11-19,30.0
277714,2023-10-15,30.0
47639,2024-03-27,30.0
293142,2023-10-24,29.7705
190993,2023-12-23,29.8197
303810,2023-10-31,29.8992
6005,2024-03-04,30.0
306164,2023-10-31,30.0
63121,2024-02-06,30.0
247677,2023-11-29,30.0
209161,2023-11-05,30.0
74458,2024-02-15,29.9022
67571,2024-02-09,30.0
103187,2024-01-11,30.0
53128,2024-03-31,30.0
95836,2024-02-29,30.0
267872,2023-10-10,30.0
242164,2023-11-25,30.0
172405,2023-12-13,30.0
211382,2023-11-05,30.0
235678,2023-11-21,30.0
190456,2023-12-23,30.0
63777,2024-02-07,30.0
34339,2024-03-19,30.0
191688,2023-12-24,29.8992
67934,2024-02-09,29.8293
197273,2023-12-28,29.8506
261723,2023-10-07,29.8929
83946,2024-02-20,30.0
107221,2024-01-13,29.9067
225651,2023-11-14,29.7846
154128,2023-12-02,30.0
43859,2024-03-25,30.0
218522,2023-11-11,30.0
22627,2024-03-12,30.0
208701,2023-11-03,30.0
66646,2024-02-08,30.0
48935,2024-03-28,30.0
30998,2024-03-17,29.8803
132520,2024-01-27,30.0
297606,2023-10-26,30.0
307167,2023-10-31,29.810100000000002
165058,2023-12-08,29.796599999999998
117337,2024-01-17,30.0
292682,2023-10-24,30.0
27097,2024-03-15,30.0
29332,2024-03-17,30.0
110609,2024-01-15,30.0
186268,2023-12-21,29.874000000000002
208513,2023-11-03,30.0
174534,2023-12-14,30.0
189716,2023-12-23,30.0
180533,2023-12-20,30.0
146284,2024-01-29,30.0
132269,2024-01-24,29.7903
46459,2024-03-27,30.0
13232,2024-03-07,30.0
230535,2023-11-17,30.0
141603,2024-01-27,29.793
178640,2023-12-16,29.8794
308954,2023-11-01,30.0
131809,2024-01-23,29.7672
206556,2024-01-01,30.0
68220,2024-02-09,30.0
48563,2024-03-27,30.0
245123,2023-11-27,30.0
160402,2023-12-05,30.0
305565,2023-10-31,30.0
66426,2024-02-08,30.0
164984,2023-12-08,29.7639
84546,2024-02-21,30.0
299186,2023-10-27,29.903699999999997
273931,2023-10-13,30.0
44267,2024-03-26,30.0
136664,2024-01-25,30.0
218420,2023-11-10,30.0
234795,2023-11-20,30.0
240670,2023-11-26,30.0
64320,2024-02-07,30.0
99284,2024-01-10,30.0
206127,2024-01-01,30.0
150716,2024-01-31,30.0
199297,2023-12-28,30.0
189077,2023-12-22,30.0
60527,2024-02-04,30.0
303612,2023-10-31,30.0
17020,2024-03-09,29.761499999999998
20033,2024-03-11,29.8404
145524,2024-01-29,30.0
28403,2024-03-16,30.0
100774,2024-01-11,29.823
201005,2023-12-29,30.0
78478,2024-02-16,29.8005
87488,2024-02-23,30.0
267983,2023-10-10,29.875799999999998
184259,2023-12-20,30.0
145760,2024-01-31,29.8221
169895,2023-12-11,29.796599999999998
273538,2023-10-13,29.8701
132798,2024-01-24,29.8752
229875,2023-11-17,30.0
255366,2023-10-03,30.0
191696,2023-12-24,30.0
272900,2023-10-16,30.0
43106,2024-03-24,30.0
19794,2024-03-11,30.0
214391,2023-11-07,30.0
21754,2024-03-15,30.0
41741,2024-03-23,30.0
268586,2023-10-11,30.0
173441,2023-12-13,30.0
237647,2023-11-22,30.0
44078,2024-03-25,29.791800000000002
9191,2024-03-06,30.0
185269,2023-12-20,30.0
204651,2023-12-31,29.8611
47760,2024-03-27,30.0
289104,2023-10-21,30.0
284554,2023-10-19,30.0
254472,2023-10-03,30.0
60277,2024-02-06,30.0
127833,2024-01-22,30.0
86613,2024-02-22,30.0
67952,2024-02-09,30.0
144420,2024-01-29,30.0
108433,2024-01-14,30.0
118685,2024-01-18,29.8098
184828,2023-12-23,30.0
30191,2024-03-17,30.0
196505,2023-12-30,30.0
202033,2023-12-30,30.0
171253,2023-12-12,30.0
21410,2024-03-11,30.0
79579,2024-02-19,29.8551
212181,2023-11-05,30.0
46442,2024-03-28,30.0
25569,2024-03-14,30.0
224512,2023-11-13,30.0
8062,2024-03-04,30.0
169795,2023-12-11,30.0
12546,2024-03-06,29.799300000000002
168424,2023-12-10,29.7957
256798,2023-10-04,30.0
218633,2023-11-10,30.0
244004,2023-11-26,30.0
249459,2023-11-30,30.0
48110,2024-03-27,30.0
125081,2024-01-20,29.8902
166754,2023-12-09,29.8782
36186,2024-03-22,30.0
305016,2023-11-02,29.8986
256526,2023-10-04,30.0
136503,2024-01-25,30.0
110037,2024-01-15,29.867099999999997
261396,2023-10-10,30.0
271310,2023-10-12,30.0
57187,2024-02-02,30.0
74110,2024-02-14,29.85
95655,2024-02-29,29.8197
87342,2024-02-23,29.7945
298166,2023-10-26,30.0
34858,2024-03-19,29.8446
39539,2024-03-22,30.0
296011,2023-10-25,29.7639
246532,2023-11-28,30.0
244550,2023-11-27,30.0
114835,2024-01-16,30.0
22330,2024-03-12,30.0
271763,2023-10-12,30.0
184780,2023-12-21,30.0
40158,2024-03-22,30.0
264413,2023-10-08,29.7876
96401,2024-02-29,30.0
295900,2023-10-25,29.7747
110506,2024-01-15,29.7897
159972,2023-12-05,30.0
264149,2023-10-08,30.0
264806,2023-10-11,30.0
270334,2023-10-12,30.0
179279,2023-12-17,30.0
303005,2023-10-29,30.0
229420,2023-11-17,30.0
9073,2024-03-04,30.0
42031,2024-03-23,30.0
244354,2023-11-26,30.0
127182,2024-01-21,30.0
178668,2023-12-16,30.0
230599,2023-11-17,30.0
114985,2024-01-16,30.0
17958,2024-03-10,30.0
11474,2024-03-07,30.0
71314,2024-02-11,30.0
95365,2024-02-29,30.0
196476,2023-12-27,30.0
11695,2024-03-08,30.0
9932,2024-03-05,30.0
290298,2023-10-22,29.8149
91416,2024-02-26,30.0
148208,2024-01-30,30.0
44324,2024-03-28,29.8098
64071,2024-02-06,30.0
277003,2023-10-15,29.8398
94712,2024-02-28,30.0
90366,2024-02-26,29.852700000000002
135997,2024-01-25,30.0
114753,2024-01-16,30.0
16696,2024-03-09,30.0
251930,2023-10-02,30.0
262958,2023-10-08,30.0
292867,2023-10-24,29.8788
156593,2023-12-03,30.0
171029,2023-12-12,29.7759
293168,2023-10-24,30.0
208486,2023-11-03,29.7687
26205,2024-03-14,30.0
21079,2024-03-11,30.0
300133,2023-10-27,30.0
11581,2024-03-06,30.0
149736,2024-01-31,29.896500000000003
263407,2023-10-08,30.0
134368,2024-01-24,30.0
155760,2023-12-03,30.0
126589,2024-01-21,30.0
242197,2023-11-25,30.0
205353,2024-01-01,30.0
9721,2024-03-05,30.0
235034,2023-11-20,30.0
23894,2024-03-13,30.0
304410,2023-11-01,29.8212
183381,2023-12-19,30.0
24962,2024-03-14,30.0
297825,2023-10-26,30.0
237041,2023-11-22,30.0
273482,2023-10-13,30.0
61229,2024-02-04,30.0
106219,2024-01-13,30.0
87232,2024-02-23,30.0
104103,2024-01-12,30.0
295409,2023-10-28,30.0
126164,2024-01-21,30.0
304366,2023-10-30,30.0
217229,2023-11-09,29.896500000000003
67859,2024-02-09,30.0
214360,2023-11-07,29.7897
282966,2023-10-21,30.0
133402,2024-01-24,30.0
239810,2023-11-24,30.0
245279,2023-11-27,29.8506
281275,2023-10-17,30.0
181562,2023-12-18,30.0
88231,2024-02-23,30.0
48993,2024-03-28,30.0
62669,2024-02-05,29.8278
98678,2024-01-10,30.0
152457,2024-02-01,30.0
72228,2024-02-12,30.0
100678,2024-01-11,30.0
90411,2024-02-28,30.0
234483,2023-11-20,29.8353
282035,2023-10-18,30.0
173893,2023-12-13,30.0
288110,2023-10-21,30.0
53067,2024-03-30,30.0
246860,2023-11-28,30.0
26565,2024-03-14,30.0
69018,2024-02-10,30.0
59582,2024-02-03,29.848200000000002
85700,2024-02-22,30.0
275381,2023-10-15,30.0
308946,2023-11-01,30.0
298874,2023-10-27,29.7621
237954,2023-11-22,30.0
203120,2023-12-30,29.8353
207988,2023-11-03,30.0
37622,2024-03-21,29.855999999999998
116685,2024-01-17,30.0
181444,2023-12-20,30.0
164065,2023-12-08,29.800800000000002
165356,2023-12-08,30.0
193831,2023-12-25,30.0
208711,2023-11-03,30.0
216602,2023-11-08,29.865000000000002
135537,2024-01-25,30.0
236407,2023-11-21,30.0
272073,2023-10-12,30.0
191178,2023-12-24,30.0
306768,2023-10-31,29.823300000000003
213012,2023-11-06,30.0
68157,2024-02-09,30.0
209647,2023-11-04,30.0
4445,2024-03-05,30.0
138205,2024-01-26,30.0
77865,2024-02-16,30.0
47277,2024-03-27,30.0
286611,2023-10-20,30.0
91687,2024-02-26,30.0
159130,2023-12-05,30.0
34761,2024-03-19,30.0
111531,2024-01-18,30.0
46742,2024-03-26,30.0
10794,2024-03-05,30.0
254422,2023-10-03,30.0
79891,2024-02-18,30.0
215904,2023-11-08,30.0
277538,2023-10-16,29.805
214455,2023-11-07,30.0
51622,2024-03-29,30.0
81283,2024-02-20,30.0
58925,2024-02-03,30.0
193289,2023-12-27,29.795399999999997
85562,2024-02-21,30.0
89228,2024-02-24,29.8485
62105,2024-02-05,30.0
217262,2023-11-09,29.858999999999998
219131,2023-11-10,29.7972
74651,2024-02-17,30.0
246584,2023-11-28,29.7663
246203,2023-11-28,30.0
303167,2023-10-29,30.0
58499,2024-02-02,30.0
229315,2023-11-17,30.0
208493,2023-11-03,29.820899999999998
114052,2024-01-16,30.0
203212,2023-12-30,30.0
151447,2024-01-31,30.0
158988,2023-12-05,30.0
296620,2023-10-28,30.0
275960,2023-10-16,30.0
84563,2024-02-21,30.0
78640,2024-02-17,29.7945
18884,2024-03-10,30.0
158403,2023-12-04,30.0
130019,2024-01-22,29.791800000000002
5594,2024-03-02,30.0
78039,2024-02-18,30.0
213747,2023-11-06,29.8572
209706,2023-11-04,30.0
206988,2023-11-02,29.905199999999997
266554,2023-10-09,30.0
47499,2024-03-27,30.0
96255,2024-02-29,30.0
271561,2023-10-12,29.7861
237066,2023-11-22,30.0
5695,2024-03-02,30.0
119974,2024-01-18,30.0
192158,2023-12-25,30.0
67752,2024-02-10,30.0
185427,2023-12-20,29.9007
58126,2024-02-02,30.0
232320,2023-11-19,30.0
182702,2023-12-19,30.0
118267,2024-01-18,30.0
241990,2023-11-27,30.0
10830,2024-03-05,30.0
277414,2023-10-15,29.852999999999998
225747,2023-11-14,30.0
229780,2023-11-17,29.8143
69622,2024-02-10,29.8674
165037,2023-12-08,30.0
105469,2024-01-12,30.0
132112,2024-01-23,30.0
166538,2023-12-12,30.0
204690,2023-12-31,30.0
226628,2023-11-15,29.9043
157511,2023-12-04,30.0
192399,2023-12-24,30.0
204973,2024-01-01,29.7819
146162,2024-01-29,30.0
244322,2023-11-26,30.0
272680,2023-10-13,30.0
59204,2024-02-03,30.0
49713,2024-03-28,30.0
144708,2024-01-29,30.0
74932,2024-02-14,30.0
303725,2023-10-31,29.8215
192589,2023-12-25,30.0
53200,2024-04-01,29.833499999999997
90006,2024-02-25,30.0
109671,2024-01-14,30.0
22259,2024-03-12,29.8536
219535,2023-11-10,30.0
236002,2023-11-21,30.0
189991,2023-12-25,29.885399999999997
23399,2024-03-13,30.0
203857,2023-12-31,30.0
270971,2023-10-12,30.0
208756,2023-11-03,30.0
46101,2024-03-26,30.0
283225,2023-10-18,30.0
263902,2023-10-08,29.8245
158370,2023-12-04,30.0
260374,2023-10-06,29.7657
12088,2024-03-06,30.0
27472,2024-03-15,30.0
260211,2023-10-06,30.0
303493,2023-10-29,30.0
304017,2023-10-30,30.0
189666,2023-12-23,30.0
144857,2024-01-29,30.0
12074,2024-03-06,30.0
135032,2024-01-25,30.0
275415,2023-10-14,30.0
156672,2023-12-03,30.0
74127,2024-02-13,30.0
232707,2023-11-19,30.0
245046,2023-11-27,29.7636
228196,2023-11-16,29.826
107811,2024-01-13,30.0
69198,2024-02-10,30.0
256193,2023-10-04,30.0
255537,2023-10-04,30.0
174702,2023-12-16,30.0
49196,2024-03-28,30.0
172180,2023-12-12,29.8875
138084,2024-01-26,30.0
279353,2023-10-16,29.7708
124468,2024-01-20,30.0
295737,2023-10-26,30.0
209505,2023-11-03,30.0
85415,2024-02-23,30.0
155515,2023-12-02,30.0
223490,2023-11-13,30.0
143964,2024-01-28,30.0
211768,2023-11-05,29.810100000000002
163583,2023-12-07,30.0
153896,2023-12-05,30.0
29926,2024-03-17,30.0
287661,2023-10-21,30.0
58759,2024-02-03,29.8119
225212,2023-11-14,30.0
273518,2023-10-13,29.837699999999998
196417,2023-12-27,30.0
242926,2023-11-28,30.0
243510,2023-11-26,30.0
95756,2024-02-29,29.8404
225640,2023-11-14,30.0
48690,2024-03-27,29.779799999999998
213208,2023-11-06,30.0
300826,2023-10-28,29.7837
231224,2023-11-18,30.0
306824,2023-10-31,29.8149
180595,2023-12-17,30.0
159496,2023-12-05,30.0
84834,2024-02-21,29.8047
296072,2023-10-27,30.0
40750,2024-03-23,30.0
247304,2023-11-28,30.0
93170,2024-02-27,30.0
119477,2024-01-18,30.0
229213,2023-11-16,30.0
75769,2024-02-15,30.0
64845,2024-02-07,30.0
45376,2024-03-26,30.0
118458,2024-01-18,30.0
301139,2023-10-28,30.0
199915,2023-12-29,30.0
126015,2024-01-21,30.0
107265,2024-01-13,30.0
118913,2024-01-20,29.867099999999997
251485,2023-12-01,29.7768
106684,2024-01-13,29.8992
131193,2024-01-26,30.0
164617,2023-12-08,29.9067
4642,2024-03-02,30.0
141743,2024-01-27,29.9082
175381,2023-12-14,30.0
18340,2024-03-10,29.778599999999997
269986,2023-10-11,30.0
115760,2024-01-17,30.0
52356,2024-03-30,30.0
240742,2023-11-24,30.0
40585,2024-03-23,30.0
147132,2024-01-30,30.0
198602,2023-12-28,30.0
140792,2024-01-27,30.0
34266,2024-03-19,30.0
307618,2023-11-01,30.0
129380,2024-01-22,30.0
15644,2024-03-10,30.0
146393,2024-01-29,29.7915
43176,2024-03-24,30.0
214284,2023-11-07,30.0
268372,2023-10-10,30.0
108579,2024-01-14,29.834400000000002
81437,2024-02-19,30.0
282358,2023-10-18,30.0
32121,2024-03-18,30.0
285178,2023-10-19,30.0
133202,2024-01-24,29.7909
197012,2023-12-27,30.0
42117,2024-03-26,30.0
143200,2024-01-28,29.7822
289301,2023-10-22,30.0
241719,2023-11-25,30.0
178377,2023-12-16,30.0
218414,2023-11-09,30.0
136825,2024-01-25,30.0
11941,2024-03-06,30.0
288626,2023-10-21,30.0
236399,2023-11-21,29.9088
195135,2023-12-26,30.0
305813,2023-11-01,30.0
207380,2023-11-02,30.0
155050,2023-12-02,29.8824
210984,2023-11-05,30.0
222424,2023-11-12,30.0
75271,2024-02-14,30.0
187120,2023-12-21,30.0
254273,2023-10-03,30.0
61746,2024-02-05,30.0
150027,2024-01-31,29.875799999999998
220714,2023-11-11,30.0
136731,2024-01-25,30.0
114657,2024-01-16,30.0
140160,2024-01-27,30.0
187805,2023-12-22,30.0
236510,2023-11-21,30.0
39618,2024-03-22,29.833499999999997
62582,2024-02-08,30.0
290954,2023-10-23,30.0
214755,2023-11-07,30.0
150589,2024-01-31,30.0
79497,2024-02-17,29.8422
162155,2023-12-06,30.0
231410,2023-11-18,30.0
191032,2023-12-23,29.8752
179118,2023-12-17,30.0
246500,2023-11-28,30.0
250417,2023-12-01,30.0
269321,2023-10-11,30.0
9569,2024-03-06,30.0
74712,2024-02-14,29.8092
50305,2024-03-28,29.8959
210453,2023-11-04,29.8587
216106,2023-11-08,29.8323
154738,2023-12-02,30.0
271018,2023-10-12,30.0
76835,2024-02-15,30.0
102885,2024-01-11,30.0
221793,2023-11-13,30.0
264715,2023-10-10,30.0
94743,2024-02-28,30.0
279721,2023-10-16,30.0
77625,2024-02-19,30.0
300739,2023-10-28,30.0
133190,2024-01-24,29.8428
255895,2023-10-04,29.906100000000002
112909,2024-01-16,29.7873
115665,2024-01-17,30.0
132729,2024-01-24,30.0
91708,2024-02-26,30.0
204504,2023-12-31,29.796300000000002
202821,2023-12-31,30.0
185818,2023-12-20,30.0
228573,2023-11-16,30.0
255228,2023-10-03,30.0
21617,2024-03-12,30.0
258336,2023-10-05,30.0
102899,2024-01-11,29.906399999999998
198243,2023-12-28,29.9085
231558,2023-11-18,30.0
104068,2024-01-14,30.0
297932,2023-10-26,29.8287
279305,2023-10-16,30.0
103744,2024-01-12,30.0
296999,2023-10-26,30.0
180673,2023-12-17,30.0
171462,2023-12-12,29.8521
62417,2024-02-05,29.8578
89359,2024-02-26,30.0
184345,2023-12-20,29.8899
209206,2023-11-03,30.0
140297,2024-01-28,30.0
48987,2024-03-29,30.0
57651,2024-02-02,29.8905
62329,2024-02-05,30.0
291522,2023-10-23,29.769
231039,2023-11-18,30.0
63399,2024-02-06,30.0
266549,2023-10-09,29.831999999999997
7776,2024-03-04,30.0
289446,2023-10-22,30.0
253743,2023-10-02,30.0
43876,2024-03-28,29.8716
63572,2024-02-06,30.0
214606,2023-11-08,30.0
288089,2023-10-21,30.0
235376,2023-11-21,29.8668
200519,2023-12-29,30.0
279292,2023-10-16,30.0
233037,2023-11-19,29.88
208020,2023-11-02,30.0
125859,2024-01-21,30.0
39611,2024-03-22,30.0
138848,2024-01-28,30.0
175020,2023-12-14,30.0
79548,2024-02-17,30.0
75955,2024-02-15,30.0
89743,2024-02-26,29.8041
139083,2024-01-26,29.890800000000002
104686,2024-01-13,29.7864
26152,2024-03-14,30.0
88070,2024-02-23,30.0
251532,2023-12-01,30.0
137889,2024-01-26,30.0
135471,2024-01-25,30.0
170985,2023-12-12,30.0
284859,2023-10-21,30.0
163444,2023-12-07,29.8692
43194,2024-03-24,30.0
124279,2024-01-20,29.8458
250728,2023-12-01,30.0
244253,2023-11-27,30.0
158963,2023-12-05,30.0
59574,2024-02-03,30.0
128876,2024-01-22,30.0
252507,2023-10-02,30.0
197222,2023-12-27,29.847
150891,2024-01-31,30.0
273390,2023-10-13,30.0
83555,2024-02-20,29.7858
109421,2024-01-14,30.0
233705,2023-11-22,30.0
185513,2023-12-20,29.8404
38209,2024-03-21,29.7837
153008,2024-02-01,30.0
75136,2024-02-14,29.7846
138515,2024-01-26,29.8302
235506,2023-11-21,30.0
52522,2024-03-30,29.8632
146213,2024-01-30,30.0
205960,2024-01-01,30.0
124905,2024-01-22,29.8995
157759,2023-12-04,30.0
246424,2023-12-01,30.0
294649,2023-10-25,30.0
243648,2023-11-28,29.868000000000002
246259,2023-11-28,30.0
199311,2023-12-28,30.0
143712,2024-01-28,30.0
165526,2023-12-08,30.0
236359,2023-11-24,29.858999999999998
171516,2023-12-12,30.0
106446,2024-01-13,30.0
91831,2024-02-26,30.0
268314,2023-10-10,29.7951
269251,2023-10-11,30.0
42215,2024-03-24,30.0
27272,2024-03-15,30.0
38715,2024-03-22,30.0
51959,2024-03-29,29.7606
180412,2023-12-17,30.0
268349,2023-10-10,30.0
188875,2023-12-23,30.0
117946,2024-01-17,29.8005
275766,2023-10-14,30.0
202098,2023-12-30,30.0
280433,2023-10-17,30.0
265358,2023-10-09,29.8266
225028,2023-11-14,30.0
238949,2023-11-23,29.862
149298,2024-01-31,30.0
58668,2024-02-03,29.8872
275549,2023-10-15,30.0
279370,2023-10-16,30.0
167853,2023-12-10,30.0
219882,2023-11-11,30.0
120826,2024-01-19,30.0
9880,2024-03-05,30.0
260958,2023-10-06,30.0
70220,2024-02-11,30.0
101618,2024-01-12,30.0
6664,2024-03-03,30.0
182530,2023-12-18,29.761200000000002
118172,2024-01-20,30.0
184517,2023-12-20,30.0
124327,2024-01-20,30.0
221513,2023-11-11,30.0
202794,2023-12-30,30.0
133342,2024-01-24,30.0
102694,2024-01-11,30.0
249123,2023-11-30,29.8626
244702,2023-11-27,30.0
173208,2023-12-16,30.0
134789,2024-01-24,30.0
134419,2024-01-24,30.0
207168,2023-11-02,30.0
31043,2024-03-17,29.8566
296005,2023-10-25,30.0
259693,2023-10-06,29.7747
16754,2024-03-09,30.0
105329,2024-01-12,29.8572
229259,2023-11-17,30.0
233755,2023-11-20,30.0
132902,2024-01-24,30.0
283787,2023-10-19,30.0
226692,2023-11-15,30.0
18327,2024-03-12,30.0
88214,2024-02-24,30.0
157808,2023-12-04,30.0
5557,2024-03-02,30.0
279088,2023-10-16,30.0
108745,2024-01-14,30.0
246278,2023-11-28,30.0
243361,2023-11-28,30.0
237881,2023-11-22,30.0
268552,2023-10-12,29.885399999999997
214793,2023-11-07,29.7729
123186,2024-01-22,30.0
293888,2023-10-24,30.0
130927,2024-01-23,30.0
74365,2024-02-15,29.839199999999998
83638,2024-02-20,30.0
267166,2023-10-10,30.0
88578,2024-02-24,30.0
206849,2023-11-02,30.0
24814,2024-03-13,30.0
144921,2024-01-29,30.0
304286,2023-10-30,30.0
306990,2023-10-31,30.0
130668,2024-01-23,30.0
87936,2024-02-23,30.0
69082,2024-02-10,30.0
307932,2023-11-01,30.0
166073,2023-12-09,30.0
234657,2023-11-20,29.9043
165241,2023-12-08,30.0
236243,2023-11-21,30.0
177051,2023-12-15,29.7957
22704,2024-03-12,30.0
287106,2023-10-20,30.0
170898,2023-12-14,30.0
256268,2023-10-04,30.0
230620,2023-11-17,30.0
103584,2024-01-12,29.766
210816,2023-11-07,30.0
265829,2023-10-09,29.8635
104758,2024-01-12,30.0
24821,2024-03-13,30.0
166050,2023-12-09,30.0
99913,2024-01-13,30.0
306748,2023-10-31,29.7999
202816,2023-12-30,29.823300000000003
119743,2024-01-18,29.782799999999998
43987,2024-03-25,30.0
150365,2024-02-02,29.8077
170700,2023-12-12,30.0
184922,2023-12-20,29.865000000000002
197083,2023-12-27,30.0
219441,2023-11-10,30.0
133235,2024-01-24,30.0
285899,2023-10-20,30.0
60104,2024-02-07,30.0
228482,2023-11-16,30.0
4495,2024-03-02,29.8104
211611,2023-11-05,29.8962
224351,2023-11-13,29.7669
147617,2024-01-30,30.0
111883,2024-01-15,30.0
257892,2023-10-05,29.7618
135673,2024-01-25,30.0
119449,2024-01-18,30.0
305340,2023-10-30,29.8143
74730,2024-02-14,30.0
239536,2023-11-23,29.7708
196673,2023-12-27,30.0
123549,2024-01-20,30.0
153677,2024-02-01,29.844
131062,2024-01-23,30.0
76888,2024-02-15,30.0
213266,2023-11-06,29.7924
134576,2024-01-24,30.0
200527,2023-12-29,30.0
265332,2023-10-09,30.0
295741,2023-10-25,30.0
42256,2024-03-24,30.0
82823,2024-02-20,30.0
29268,2024-03-16,30.0
229622,2023-11-17,30.0
36529,2024-03-20,30.0
96312,2024-02-29,30.0
8848,2024-03-04,30.0
161478,2023-12-06,30.0
239672,2023-11-23,30.0
104223,2024-01-12,30.0
190387,2023-12-23,30.0
105632,2024-01-12,30.0
87433,2024-02-23,29.8092
184176,2023-12-19,30.0
137390,2024-01-26,30.0
186813,2023-12-21,29.7801
30912,2024-03-19,30.0
245695,2023-11-27,29.782799999999998
40911,2024-03-23,30.0
116248,2024-01-17,29.8995
5891,2024-03-03,30.0
31101,2024-03-17,30.0
30926,2024-03-17,30.0
134584,2024-01-24,30.0
285551,2023-10-19,30.0
22087,2024-03-12,30.0
208138,2023-11-03,30.0
8382,2024-03-04,29.8089
28563,2024-03-16,30.0
305629,2023-10-31,30.0
214478,2023-11-07,30.0
131518,2024-01-23,29.837400000000002
172958,2023-12-15,30.0
12658,2024-03-06,30.0
33699,2024-03-19,30.0
285309,2023-10-19,30.0
187468,2023-12-21,30.0
44373,2024-03-25,29.8998
245128,2023-11-27,29.8389
255728,2023-10-04,30.0
183427,2023-12-19,30.0
174896,2023-12-14,30.0
121694,2024-01-19,30.0
249449,2023-11-30,30.0
165425,2023-12-11,30.0
154602,2023-12-03,30.0
31670,2024-03-18,30.0
298605,2023-10-27,30.0
95723,2024-02-29,30.0
241734,2023-11-26,30.0
103912,2024-01-12,30.0
60846,2024-02-04,30.0
224372,2023-11-13,30.0
200758,2023-12-30,30.0
112706,2024-01-15,30.0
101659,2024-01-14,30.0
163284,2023-12-07,29.8578
260661,2023-10-06,30.0
165190,2023-12-10,29.844
97797,2024-03-01,30.0
5989,2024-03-03,30.0
276319,2023-10-15,30.0
60084,2024-02-04,29.829
95875,2024-02-29,30.0
57559,2024-02-02,30.0
156263,2023-12-03,30.0
106614,2024-01-14,30.0
166157,2023-12-09,30.0
84632,2024-02-22,30.0
173672,2023-12-13,30.0
309104,2023-11-01,30.0
75324,2024-02-14,30.0
280839,2023-10-18,30.0
274761,2023-10-14,29.8617
144605,2024-01-29,30.0
304794,2023-10-30,30.0
209172,2023-11-03,30.0
155577,2023-12-03,30.0
205514,2024-01-01,30.0
249436,2023-11-30,30.0
20040,2024-03-11,30.0
198112,2023-12-29,29.8038
77121,2024-02-16,30.0
111334,2024-01-17,29.8617
129065,2024-01-22,30.0
50486,2024-03-28,30.0
20347,2024-03-11,30.0
53665,2024-03-30,29.8197
219211,2023-11-10,30.0
165900,2023-12-09,30.0
108437,2024-01-16,29.837400000000002
75133,2024-02-14,30.0
147415,2024-01-30,29.8827
272443,2023-10-13,30.0
110222,2024-01-14,30.0
307431,2023-11-01,30.0
270248,2023-10-13,30.0
160070,2023-12-05,30.0
293810,2023-10-24,30.0
291393,2023-10-23,29.784299999999998
236065,2023-11-21,29.8407
13753,2024-03-07,30.0
170938,2023-12-12,30.0
222873,2023-11-12,29.775599999999997
217673,2023-11-09,30.0
68084,2024-02-11,30.0
153903,2023-12-04,30.0
280083,2023-10-17,30.0
298390,2023-10-27,30.0
72025,2024-02-12,30.0
138265,2024-01-26,30.0
292232,2023-10-23,30.0
220948,2023-11-11,30.0
152276,2024-02-01,30.0
39192,2024-03-22,30.0
190805,2023-12-23,30.0
68683,2024-02-10,30.0
91696,2024-02-26,30.0
162042,2023-12-06,30.0
32304,2024-03-18,29.7657
44744,2024-03-25,30.0
282370,2023-10-18,30.0
192373,2023-12-24,30.0
78338,2024-02-17,30.0
236703,2023-11-21,30.0
253556,2023-10-02,30.0
268644,2023-10-11,30.0
226860,2023-11-18,30.0
280009,2023-10-17,29.7762
131284,2024-01-23,30.0
131426,2024-01-24,30.0
114354,2024-01-16,30.0
194170,2023-12-27,30.0
185333,2023-12-20,30.0
120095,2024-01-18,30.0
97299,2024-03-01,30.0
35220,2024-03-20,30.0
20868,2024-03-11,30.0
230912,2023-11-18,30.0
114613,2024-01-16,30.0
263464,2023-10-08,30.0
299488,2023-10-27,30.0
141857,2024-01-30,30.0
219859,2023-11-10,30.0
100132,2024-01-13,30.0
64048,2024-02-06,30.0
187450,2023-12-23,30.0
199327,2023-12-28,30.0
42650,2024-03-24,30.0
288102,2023-10-21,30.0
190307,2023-12-23,30.0
139527,2024-01-26,30.0
107851,2024-01-13,29.8293
99365,2024-01-10,30.0
78924,2024-02-17,30.0
80281,2024-02-18,30.0
247150,2023-11-28,29.8716
213390,2023-11-06,30.0
4159,2024-03-02,30.0
147800,2024-02-02,29.813699999999997
112314,2024-01-17,30.0
233432,2023-11-22,30.0
226704,2023-11-15,30.0
247013,2023-11-30,29.7936
123756,2024-01-20,30.0
155465,2023-12-02,30.0
115285,2024-01-16,30.0
169510,2023-12-11,30.0
70636,2024-02-11,30.0
182974,2023-12-19,30.0
116241,2024-01-17,30.0
188174,2023-12-22,30.0
305337,2023-10-30,29.8251
29603,2024-03-16,30.0
33833,2024-03-19,30.0
61032,2024-02-04,30.0
152186,2024-02-01,30.0
42028,2024-03-23,29.784
